API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
setUserData,Node,True,False,False,False,False,"dom3core"
TEXT_NODE,Node,True,True,True,True,True,"dom,dom2core,dom3core"
textContent,Node,True,True,True,True,True,"dom,dom3core"
acceptNode,NodeFilter,True,False,True,False,True,"dom,dom2traversal"
arguments,NodeFilter,False,True,True,False,False,""
caller,NodeFilter,False,True,True,False,False,""
constructor,NodeFilter,True,False,True,False,True,"dom,dom2traversal"
FILTER_ACCEPT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
FILTER_REJECT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
FILTER_SKIP,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
length,NodeFilter,True,False,True,True,True,"dom,dom2traversal"
name,NodeFilter,True,True,True,True,False,"dom,dom2traversal"
prototype,NodeFilter,True,False,True,False,True,"dom,dom2traversal"
SHOW_ALL,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_ATTRIBUTE,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_CDATA_SECTION,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_COMMENT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_DOCUMENT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_DOCUMENT_FRAGMENT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_DOCUMENT_TYPE,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_ELEMENT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_ENTITY,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_ENTITY_REFERENCE,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_NOTATION,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_PROCESSING_INSTRUCTION,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
SHOW_TEXT,NodeFilter,True,True,True,True,True,"dom,dom2traversal"
arguments,NodeIterator,False,True,True,False,False,""
caller,NodeIterator,False,True,True,False,False,""
constructor,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
detach,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
expandEntityReferences,NodeIterator,True,True,False,False,True,"dom2traversal"
filter,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
length,NodeIterator,True,False,True,True,True,"dom,dom2traversal"
name,NodeIterator,True,True,True,True,False,"dom,dom2traversal"
nextNode,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
pointerBeforeReferenceNode,NodeIterator,True,False,True,True,True,"dom"
previousNode,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
prototype,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
referenceNode,NodeIterator,True,False,True,True,True,"dom"
root,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
whatToShow,NodeIterator,True,True,True,True,True,"dom,dom2traversal"
0,NodeList,False,True,True,True,True,""
1,NodeList,False,True,True,True,True,""
arguments,NodeList,False,True,True,False,False,""
caller,NodeList,False,True,True,False,False,""
constructor,NodeList,True,True,True,True,False,"dom,dom2core,dom3core"
entries,NodeList,True,False,False,False,False,"dom"
item,NodeList,True,True,True,True,True,"dom,dom2core,dom3core"
keys,NodeList,True,False,False,False,False,"dom"
length,NodeList,True,True,True,True,True,"dom,dom2core,dom3core"
name,NodeList,True,True,True,True,False,"dom,dom2core,dom3core"
prototype,NodeList,True,True,True,True,True,"dom,dom2core,dom3core"
values,NodeList,True,False,False,False,False,"dom"
constructor,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
length,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
name,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
nextElementSibling,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
previousElementSibling,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
prototype,NonDocumentTypeChildNode,True,False,False,False,False,"dom"
constructor,NonElementParentNode,True,False,False,False,False,"dom"
getElementById,NonElementParentNode,True,False,False,False,False,"dom"
length,NonElementParentNode,True,False,False,False,False,"dom"
name,NonElementParentNode,True,False,False,False,False,"dom"
prototype,NonElementParentNode,True,False,False,False,False,"dom"
constructor,Notation,True,False,False,False,False,"dom2core,dom3core"
length,Notation,True,False,False,False,False,"dom2core,dom3core"
name,Notation,True,False,False,False,False,"dom2core,dom3core"
prototype,Notation,True,False,False,False,False,"dom2core,dom3core"
publicId,Notation,True,False,False,False,False,"dom2core,dom3core"
systemId,Notation,True,False,False,False,False,"dom2core,dom3core"
addEventListener,Notification,False,False,False,False,True,""
arguments,Notification,False,False,True,False,False,""
body,Notification,True,False,True,True,False,"notifications"
caller,Notification,False,False,True,False,False,""
cancel,Notification,False,False,False,False,True,""
close,Notification,True,False,True,True,True,"notifications"
constructor,Notification,True,False,True,True,True,"notifications"
data,Notification,False,False,True,True,False,""
dir,Notification,True,False,True,True,True,"notifications"
dispatchEvent,Notification,False,False,False,False,True,""
get,Notification,False,False,False,True,False,""
icon,Notification,True,False,True,True,False,"notifications"
lang,Notification,True,False,True,True,False,"notifications"
length,Notification,True,False,True,True,True,"notifications"
maxActions,Notification,False,False,True,False,False,""
name,Notification,True,False,True,True,False,"notifications"
onclick,Notification,True,False,True,True,True,"notifications"
onclose,Notification,True,False,True,True,True,"notifications"
ondisplay,Notification,False,False,False,False,True,""
onerror,Notification,True,False,True,True,True,"notifications"
onshow,Notification,True,False,True,True,True,"notifications"
permission,Notification,True,False,True,True,True,"notifications"
prototype,Notification,True,False,True,True,True,"notifications"
removeEventListener,Notification,False,False,False,False,True,""
replaceId,Notification,False,False,False,False,True,""
requestPermission,Notification,True,False,True,True,True,"notifications"
requireInteraction,Notification,False,False,True,False,False,""
show,Notification,False,False,False,False,True,""
silent,Notification,False,False,True,False,False,""
tag,Notification,True,False,True,True,True,"notifications"
title,Notification,True,False,True,True,False,"notifications"
arguments,Number,False,True,True,False,False,""
caller,Number,False,True,True,False,False,""
constructor,Number,True,True,True,True,True,"es6"
EPSILON,Number,True,True,True,True,True,"es6"
iNaN,Number,True,False,False,False,False,"es6"
isFinite,Number,True,True,True,True,True,"es6"
isInteger,Number,True,True,True,True,True,"es6"
isNaN,Number,False,True,True,True,True,""
isSafeInteger,Number,True,True,True,True,True,"es6"
length,Number,True,True,True,True,True,"es6"
MAX_SAFE_INTEGER,Number,True,True,True,True,True,"es6"
MAX_VALUE,Number,True,True,True,True,True,"es6"
MIN_SAFE_INTEGER,Number,True,True,True,True,True,"es6"
MIN_VALUE,Number,True,True,True,True,True,"es6"
name,Number,True,True,True,True,True,"es6"
NaN,Number,True,True,True,True,True,"es6"
NEGATIVE_INFINITY,Number,True,True,True,True,True,"es6"
parseFloat,Number,True,True,True,True,True,"es6"
parseInt,Number,True,True,True,True,True,"es6"
POSITIVE_INFINITY,Number,True,True,True,True,True,"es6"
prototype,Number,True,True,True,True,True,"es6"
toExponential,Number,True,True,True,True,True,"es6"
toFixed,Number,True,True,True,True,True,"es6"
toLocaleString,Number,True,True,True,True,False,"es6"
toPrecision,Number,True,True,True,True,True,"es6"
toSource,Number,False,False,False,True,False,""
toString,Number,True,True,True,True,True,"es6"
valueOf,Number,True,True,True,True,False,"es6"
constructor,NumberValue,True,False,False,False,False,"cssomvalues"
length,NumberValue,True,False,False,False,False,"cssomvalues"
name,NumberValue,True,False,False,False,False,"cssomvalues"
prototype,NumberValue,True,False,False,False,False,"cssomvalues"
value,NumberValue,True,False,False,False,False,"cssomvalues"
__defineGetter__,Object,False,True,True,True,True,""
__defineSetter__,Object,False,True,True,True,True,""
__lookupGetter__,Object,False,True,True,True,True,""
__lookupSetter__,Object,False,True,True,True,True,""
arguments,Object,False,True,True,False,False,""
assign,Object,True,True,True,True,True,"es6"
caller,Object,False,True,True,False,False,""
constructor,Object,True,True,True,True,True,"es6"
create,Object,True,True,True,True,True,"es6"
defineProperties,Object,True,True,True,True,True,"es6"
defineProperty,Object,True,True,True,True,True,"es6"
deliverChangeRecords,Object,False,False,True,False,False,""
entries,Object,False,False,False,True,False,""
freeze,Object,True,True,True,True,True,"es6"
getNotifier,Object,False,False,True,False,False,""
getOwnPropertyDescriptor,Object,True,True,True,True,True,"es6"
getOwnPropertyNames,Object,True,True,True,True,True,"es6"
getOwnPropertySymbols,Object,True,True,True,True,True,"es6"
getPrototypeOf,Object,True,True,True,True,True,"es6"
hasOwnProperty,Object,True,True,True,True,True,"es6"
is,Object,True,True,True,True,True,"es6"
isExtensible,Object,True,True,True,True,True,"es6"
isFrozen,Object,True,True,True,True,True,"es6"
isPrototypeOf,Object,True,True,True,True,True,"es6"
isSealed,Object,True,True,True,True,True,"es6"
keys,Object,True,True,True,True,True,"es6"
length,Object,True,True,True,True,True,"es6"
name,Object,True,True,True,True,True,"es6"
observe,Object,False,False,True,False,False,""
preventExtensions,Object,True,True,True,True,True,"es6"
propertyIsEnumerable,Object,True,True,True,True,True,"es6"
prototype,Object,True,True,True,True,True,"es6"
seal,Object,True,True,True,True,True,"es6"
setPrototypeOf,Object,True,True,True,True,True,"es6"
toLocaleString,Object,True,True,True,True,True,"es6"
toSource,Object,False,False,False,True,False,""
toString,Object,True,True,True,True,True,"es6"
unobserve,Object,False,False,True,False,False,""
unwatch,Object,False,False,False,True,False,""
valueOf,Object,True,True,True,True,True,"es6"
values,Object,False,False,False,True,False,""
watch,Object,False,False,False,True,False,""
arguments,OfflineAudioCompletionEvent,False,True,True,False,False,""
caller,OfflineAudioCompletionEvent,False,True,True,False,False,""
constructor,OfflineAudioCompletionEvent,True,True,True,True,True,"webaudio"
length,OfflineAudioCompletionEvent,True,False,True,True,True,"webaudio"
name,OfflineAudioCompletionEvent,True,True,True,True,False,"webaudio"
prototype,OfflineAudioCompletionEvent,True,True,True,True,True,"webaudio"
renderedBuffer,OfflineAudioCompletionEvent,True,True,True,True,True,"webaudio"
arguments,OfflineAudioContext,False,True,True,False,False,""
caller,OfflineAudioContext,False,True,True,False,False,""
constructor,OfflineAudioContext,True,True,True,True,False,"webaudio"
length,OfflineAudioContext,True,False,True,True,False,"webaudio"
name,OfflineAudioContext,True,True,True,True,False,"webaudio"
oncomplete,OfflineAudioContext,True,True,True,True,False,"webaudio"
prototype,OfflineAudioContext,True,True,True,True,False,"webaudio"
resume,OfflineAudioContext,True,False,True,False,False,"webaudio"
startRendering,OfflineAudioContext,True,True,True,True,False,"webaudio"
suspend,OfflineAudioContext,True,False,True,False,False,"webaudio"
addEventListener,OscillatorNode,False,False,True,False,False,""
arguments,OscillatorNode,False,True,True,False,False,""
caller,OscillatorNode,False,True,True,False,False,""
channelCount,OscillatorNode,False,False,True,False,False,""
channelCountMode,OscillatorNode,False,False,True,False,False,""
channelInterpretation,OscillatorNode,False,False,True,False,False,""
connect,OscillatorNode,False,False,True,False,False,""
constructor,OscillatorNode,True,True,True,True,True,"webaudio"
context,OscillatorNode,False,False,True,False,False,""
CUSTOM,OscillatorNode,False,False,False,False,True,""
detune,OscillatorNode,True,True,True,True,True,"webaudio"
disconnect,OscillatorNode,False,False,True,False,False,""
dispatchEvent,OscillatorNode,False,False,True,False,False,""
FINISHED_STATE,OscillatorNode,False,False,False,False,True,""
frequency,OscillatorNode,True,True,True,True,True,"webaudio"
length,OscillatorNode,True,False,True,True,True,"webaudio"
name,OscillatorNode,True,True,True,True,False,"webaudio"
noteOff,OscillatorNode,False,False,False,False,True,""
noteOn,OscillatorNode,False,False,False,False,True,""
numberOfInputs,OscillatorNode,False,False,True,False,False,""
numberOfOutputs,OscillatorNode,False,False,True,False,False,""
onended,OscillatorNode,True,True,True,True,True,"webaudio"
playbackState,OscillatorNode,False,False,False,False,True,""
PLAYING_STATE,OscillatorNode,False,False,False,False,True,""
prototype,OscillatorNode,True,True,True,True,True,"webaudio"
removeEventListener,OscillatorNode,False,False,True,False,False,""
SAWTOOTH,OscillatorNode,False,False,False,False,True,""
SCHEDULED_STATE,OscillatorNode,False,False,False,False,True,""
setPeriodicWave,OscillatorNode,True,True,True,True,True,"webaudio"
SINE,OscillatorNode,False,False,False,False,True,""
SQUARE,OscillatorNode,False,False,False,False,True,""
start,OscillatorNode,True,True,True,True,True,"webaudio"
stop,OscillatorNode,True,True,True,True,True,"webaudio"
TRIANGLE,OscillatorNode,False,False,False,False,True,""
type,OscillatorNode,True,True,True,True,False,"webaudio"
UNSCHEDULED_STATE,OscillatorNode,False,False,False,False,True,""
arguments,PageTransitionEvent,False,True,True,False,False,""
caller,PageTransitionEvent,False,True,True,False,False,""
constructor,PageTransitionEvent,True,True,True,True,True,"html51"
length,PageTransitionEvent,True,False,True,True,True,"html51"
name,PageTransitionEvent,True,True,True,True,False,"html51"
persisted,PageTransitionEvent,True,True,True,True,True,"html51"
prototype,PageTransitionEvent,True,True,True,True,True,"html51"
arguments,PannerNode,False,True,False,False,False,""
caller,PannerNode,False,True,False,False,False,""
coneInnerAngle,PannerNode,True,True,False,True,False,"webaudio"
coneOuterAngle,PannerNode,True,True,False,True,False,"webaudio"
coneOuterGain,PannerNode,True,True,False,True,False,"webaudio"
constructor,PannerNode,True,True,False,True,False,"webaudio"
distanceModel,PannerNode,True,True,False,True,False,"webaudio"
length,PannerNode,True,False,False,True,False,"webaudio"
maxDistance,PannerNode,True,True,False,True,False,"webaudio"
name,PannerNode,True,True,False,True,False,"webaudio"
panningModel,PannerNode,True,True,False,True,False,"webaudio"
prototype,PannerNode,True,True,False,True,False,"webaudio"
refDistance,PannerNode,True,True,False,True,False,"webaudio"
rolloffFactor,PannerNode,True,True,False,True,False,"webaudio"
setOrientation,PannerNode,True,True,False,True,False,"webaudio"
setPosition,PannerNode,True,True,False,True,False,"webaudio"
setVelocity,PannerNode,True,True,False,True,False,"webaudio"
append,ParentNode,True,False,False,False,False,"dom"
childElementCount,ParentNode,True,False,False,False,False,"dom"
children,ParentNode,True,False,False,False,False,"dom"
constructor,ParentNode,True,False,False,False,False,"dom"
firstElementChild,ParentNode,True,False,False,False,False,"dom"
lastElementChild,ParentNode,True,False,False,False,False,"dom"
length,ParentNode,True,False,False,False,False,"dom"
name,ParentNode,True,False,False,False,False,"dom"
prepend,ParentNode,True,False,False,False,False,"dom"
prototype,ParentNode,True,False,False,False,False,"dom"
query,ParentNode,True,False,False,False,False,"dom"
queryAll,ParentNode,True,False,False,False,False,"dom"
querySelector,ParentNode,True,False,False,False,False,"dom"
querySelectorAll,ParentNode,True,False,False,False,False,"dom"
addPath,Path2D,True,False,False,True,True,"canvas"
addPathByStrokingPath,Path2D,True,False,False,False,False,"canvas"
addPathByStrokingText,Path2D,True,False,False,False,False,"canvas"
addText,Path2D,True,False,False,False,False,"canvas"
arc,Path2D,True,False,True,True,True,"canvas"
arcTo,Path2D,True,False,True,True,True,"canvas"
arguments,Path2D,False,False,True,False,False,""
bezierCurveTo,Path2D,True,False,True,True,True,"canvas"
caller,Path2D,False,False,True,False,False,""
closePath,Path2D,True,False,True,True,True,"canvas"
constructor,Path2D,True,False,True,True,True,"canvas"
ellipse,Path2D,True,False,True,False,True,"canvas"
length,Path2D,True,False,True,True,True,"canvas"
lineTo,Path2D,True,False,True,True,True,"canvas"
moveTo,Path2D,True,False,True,True,True,"canvas"
name,Path2D,True,False,True,True,False,"canvas"
prototype,Path2D,True,False,True,True,True,"canvas"
quadraticCurveTo,Path2D,True,False,True,True,True,"canvas"
rect,Path2D,True,False,True,True,True,"canvas"
arguments,Performance,False,True,True,False,False,""
caller,Performance,False,True,True,False,False,""
clearMarks,Performance,True,True,True,True,False,"usertime"
clearMeasures,Performance,True,True,True,True,False,"usertime"
clearResourceTimings,Performance,True,True,True,True,False,"resource-timing"
clearServerTimings,Performance,True,False,False,False,False,"server-timing"
constructor,Performance,True,True,True,True,True,"hr-time,navigation-timing,navtime,perftime,resource-timing,server-timing,usertime"
getEntries,Performance,True,True,True,True,False,"perftime"
getEntriesByName,Performance,True,True,True,True,False,"perftime"
getEntriesByType,Performance,True,True,True,True,False,"perftime"
getMarks,Performance,False,True,False,False,False,""
getMeasures,Performance,False,True,False,False,False,""
length,Performance,True,False,True,True,True,"hr-time,navigation-timing,navtime,perftime,resource-timing,server-timing,usertime"
mark,Performance,True,True,True,True,False,"usertime"
measure,Performance,True,True,True,True,False,"usertime"
memory,Performance,False,False,True,False,False,""
name,Performance,True,True,True,True,False,"hr-time,navigation-timing,navtime,perftime,resource-timing,server-timing,usertime"
navigation,Performance,True,True,True,True,True,"navigation-timing,navtime"
now,Performance,True,True,True,True,True,"hr-time"
onresourcetimingbufferfull,Performance,True,False,True,True,False,"resource-timing"
onservertimingbufferfull,Performance,True,False,False,False,False,"server-timing"
onwebkitresourcetimingbufferfull,Performance,False,False,True,False,False,""
prototype,Performance,True,True,True,True,True,"hr-time,navigation-timing,navtime,perftime,resource-timing,server-timing,usertime"
setResourceTimingBufferSize,Performance,True,True,True,True,False,"resource-timing"
setServerTimingBufferSize,Performance,True,False,False,False,False,"server-timing"
timing,Performance,True,True,True,True,True,"navigation-timing,navtime"
toJSON,Performance,True,True,False,True,False,"hr-time"
translateTime,Performance,True,False,False,False,False,"hr-time"
webkitClearResourceTimings,Performance,False,False,True,False,False,""
webkitSetResourceTimingBufferSize,Performance,False,False,True,False,False,""
arguments,PerformanceEntry,False,True,True,False,False,""
caller,PerformanceEntry,False,True,True,False,False,""
constructor,PerformanceEntry,True,True,True,True,False,"perftime"
duration,PerformanceEntry,True,True,True,True,False,"perftime"
entryType,PerformanceEntry,True,True,True,True,False,"perftime"
length,PerformanceEntry,True,False,True,True,False,"perftime"
name,PerformanceEntry,True,True,True,True,False,"perftime"
prototype,PerformanceEntry,True,True,True,True,False,"perftime"
startTime,PerformanceEntry,True,True,True,True,False,"perftime"
toJSON,PerformanceEntry,False,False,True,True,False,""
constructor,PerformanceFrameTiming,True,False,False,False,False,"frame-timing"
length,PerformanceFrameTiming,True,False,False,False,False,"frame-timing"
name,PerformanceFrameTiming,True,False,False,False,False,"frame-timing"
prototype,PerformanceFrameTiming,True,False,False,False,False,"frame-timing"
arguments,PerformanceMark,False,True,True,False,False,""
caller,PerformanceMark,False,True,True,False,False,""
constructor,PerformanceMark,True,True,True,True,False,"usertime"
length,PerformanceMark,True,False,True,True,False,"usertime"
name,PerformanceMark,True,True,True,True,False,"usertime"
prototype,PerformanceMark,True,True,True,True,False,"usertime"
arguments,PerformanceMeasure,False,True,True,False,False,""
caller,PerformanceMeasure,False,True,True,False,False,""
constructor,PerformanceMeasure,True,True,True,True,False,"usertime"
length,PerformanceMeasure,True,False,True,True,False,"usertime"
name,PerformanceMeasure,True,True,True,True,False,"usertime"
prototype,PerformanceMeasure,True,True,True,True,False,"usertime"
arguments,PerformanceNavigation,False,True,True,False,False,""
caller,PerformanceNavigation,False,True,True,False,False,""
constructor,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
length,PerformanceNavigation,True,False,True,True,True,"navigation-timing,navtime"
name,PerformanceNavigation,True,True,True,True,False,"navigation-timing,navtime"
prototype,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
redirectCount,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
toJSON,PerformanceNavigation,True,True,False,True,False,"navigation-timing"
type,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
TYPE_BACK_FORWARD,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
TYPE_NAVIGATE,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
TYPE_RELOAD,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
TYPE_RESERVED,PerformanceNavigation,True,True,True,True,True,"navigation-timing,navtime"
arguments,PerformanceNavigationTiming,False,True,False,False,False,""
caller,PerformanceNavigationTiming,False,True,False,False,False,""
connectEnd,PerformanceNavigationTiming,False,True,False,False,False,""
connectStart,PerformanceNavigationTiming,False,True,False,False,False,""
constructor,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
domainLookupEnd,PerformanceNavigationTiming,False,True,False,False,False,""
domainLookupStart,PerformanceNavigationTiming,False,True,False,False,False,""
domComplete,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
domContentLoadedEventEnd,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
domContentLoadedEventStart,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
domInteractive,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
domLoading,PerformanceNavigationTiming,False,True,False,False,False,""
fetchStart,PerformanceNavigationTiming,False,True,False,False,False,""
length,PerformanceNavigationTiming,True,False,False,False,False,"navigation-timing"
loadEventEnd,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
loadEventStart,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
name,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
navigationStart,PerformanceNavigationTiming,False,True,False,False,False,""
prototype,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
redirectCount,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
redirectEnd,PerformanceNavigationTiming,False,True,False,False,False,""
redirectStart,PerformanceNavigationTiming,False,True,False,False,False,""
requestStart,PerformanceNavigationTiming,False,True,False,False,False,""
responseEnd,PerformanceNavigationTiming,False,True,False,False,False,""
responseStart,PerformanceNavigationTiming,False,True,False,False,False,""
toJSON,PerformanceNavigationTiming,True,False,False,False,False,"navigation-timing"
type,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
unloadEventEnd,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
unloadEventStart,PerformanceNavigationTiming,True,True,False,False,False,"navigation-timing"
arguments,PerformanceResourceTiming,False,True,True,False,False,""
caller,PerformanceResourceTiming,False,True,True,False,False,""
connectEnd,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
connectStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
constructor,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
decodedBodySize,PerformanceResourceTiming,True,False,False,True,False,"resource-timing"
domainLookupEnd,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
domainLookupStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
encodedBodySize,PerformanceResourceTiming,True,False,False,True,False,"resource-timing"
fetchStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
initiatorType,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
length,PerformanceResourceTiming,True,False,True,True,False,"resource-timing"
name,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
nextHopProtocol,PerformanceResourceTiming,True,False,False,True,False,"resource-timing"
prototype,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
redirectEnd,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
redirectStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
requestStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
responseEnd,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
responseStart,PerformanceResourceTiming,True,True,True,True,False,"resource-timing"
secureConnectionStart,PerformanceResourceTiming,True,False,True,True,False,"resource-timing"
toJSON,PerformanceResourceTiming,True,False,False,True,False,"resource-timing"
transferSize,PerformanceResourceTiming,True,False,False,True,False,"resource-timing"
workerStart,PerformanceResourceTiming,True,False,True,False,False,"resource-timing"
arguments,PerformanceTiming,False,True,True,False,False,""
caller,PerformanceTiming,False,True,True,False,False,""
connectEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
connectStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
constructor,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domainLookupEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domainLookupStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domComplete,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domContentLoadedEventEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domContentLoadedEventStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domInteractive,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
domLoading,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
fetchStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
length,PerformanceTiming,True,False,True,True,True,"navigation-timing,navtime"
loadEventEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
loadEventStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
msFirstPaint,PerformanceTiming,False,True,False,False,False,""
name,PerformanceTiming,True,True,True,True,False,"navigation-timing,navtime"
navigationStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
prototype,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
redirectEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
redirectStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
requestStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
responseEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
responseStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
secureConnectionStart,PerformanceTiming,True,False,True,False,True,"navigation-timing,navtime"
toJSON,PerformanceTiming,True,True,True,True,False,"navigation-timing"
unloadEventEnd,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
unloadEventStart,PerformanceTiming,True,True,True,True,True,"navigation-timing,navtime"
arguments,PeriodicWave,False,True,True,False,False,""
caller,PeriodicWave,False,True,True,False,False,""
constructor,PeriodicWave,True,True,True,True,True,"webaudio"
length,PeriodicWave,True,False,True,True,True,"webaudio"
name,PeriodicWave,True,True,True,True,False,"webaudio"
prototype,PeriodicWave,True,True,True,True,True,"webaudio"
constructor,Perspective,True,False,False,False,False,"cssomvalues"
length,Perspective,True,False,False,False,False,"cssomvalues"
name,Perspective,True,False,False,False,False,"cssomvalues"
prototype,Perspective,True,False,False,False,False,"cssomvalues"
autoExposureMode,PhotoCapabilities,True,False,False,False,False,"image-capture"
autoWhiteBalanceMode,PhotoCapabilities,True,False,False,False,False,"image-capture"
brightness,PhotoCapabilities,True,False,False,False,False,"image-capture"
constructor,PhotoCapabilities,True,False,False,False,False,"image-capture"
contrast,PhotoCapabilities,True,False,False,False,False,"image-capture"
exposureCompensation,PhotoCapabilities,True,False,False,False,False,"image-capture"
fillLightMode,PhotoCapabilities,True,False,False,False,False,"image-capture"
focusMode,PhotoCapabilities,True,False,False,False,False,"image-capture"
imageHeight,PhotoCapabilities,True,False,False,False,False,"image-capture"
imageWidth,PhotoCapabilities,True,False,False,False,False,"image-capture"
iso,PhotoCapabilities,True,False,False,False,False,"image-capture"
length,PhotoCapabilities,True,False,False,False,False,"image-capture"
name,PhotoCapabilities,True,False,False,False,False,"image-capture"
prototype,PhotoCapabilities,True,False,False,False,False,"image-capture"
redEyeReduction,PhotoCapabilities,True,False,False,False,False,"image-capture"
saturation,PhotoCapabilities,True,False,False,False,False,"image-capture"
sharpness,PhotoCapabilities,True,False,False,False,False,"image-capture"
whiteBalanceMode,PhotoCapabilities,True,False,False,False,False,"image-capture"
zoom,PhotoCapabilities,True,False,False,False,False,"image-capture"
constructor,PhotoSettingsEvent,True,False,False,False,False,"image-capture"
length,PhotoSettingsEvent,True,False,False,False,False,"image-capture"
name,PhotoSettingsEvent,True,False,False,False,False,"image-capture"
photoSettings,PhotoSettingsEvent,True,False,False,False,False,"image-capture"
prototype,PhotoSettingsEvent,True,False,False,False,False,"image-capture"
arguments,Plugin,False,True,True,False,False,""
caller,Plugin,False,True,True,False,False,""
constructor,Plugin,True,True,True,True,False,"html51"
description,Plugin,True,True,True,True,False,"html51"
