API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
returnValue,BeforeUnloadEvent,True,True,True,True,False,"html51"
ALLPASS,BiquadFilterNode,False,False,False,False,True,""
arguments,BiquadFilterNode,False,True,True,False,False,""
BANDPASS,BiquadFilterNode,False,False,False,False,True,""
caller,BiquadFilterNode,False,True,True,False,False,""
constructor,BiquadFilterNode,True,True,True,True,True,"webaudio"
detune,BiquadFilterNode,True,True,True,True,True,"webaudio"
frequency,BiquadFilterNode,True,True,True,True,True,"webaudio"
gain,BiquadFilterNode,True,True,True,True,True,"webaudio"
getFrequencyResponse,BiquadFilterNode,True,True,True,True,True,"webaudio"
HIGHPASS,BiquadFilterNode,False,False,False,False,True,""
HIGHSHELF,BiquadFilterNode,False,False,False,False,True,""
length,BiquadFilterNode,True,False,True,True,True,"webaudio"
LOWPASS,BiquadFilterNode,False,False,False,False,True,""
LOWSHELF,BiquadFilterNode,False,False,False,False,True,""
name,BiquadFilterNode,True,True,True,True,False,"webaudio"
NOTCH,BiquadFilterNode,False,False,False,False,True,""
PEAKING,BiquadFilterNode,False,False,False,False,True,""
prototype,BiquadFilterNode,True,True,True,True,True,"webaudio"
Q,BiquadFilterNode,True,True,True,True,True,"webaudio"
type,BiquadFilterNode,True,True,True,True,False,"webaudio"
arguments,Blob,False,True,True,False,False,""
caller,Blob,False,True,True,False,False,""
close,Blob,True,False,False,False,False,"fileapi"
constructor,Blob,True,True,True,True,True,"fileapi"
isClosed,Blob,True,False,False,False,False,"fileapi"
length,Blob,True,False,True,True,True,"fileapi"
msClose,Blob,False,True,False,False,False,""
name,Blob,True,True,True,True,False,"fileapi"
prototype,Blob,True,True,True,True,True,"fileapi"
size,Blob,True,True,True,True,True,"fileapi"
slice,Blob,True,True,True,True,True,"fileapi"
type,Blob,True,True,True,True,True,"fileapi"
constructor,BlobEvent,True,False,False,True,False,"image-capture,mediastream-recording"
data,BlobEvent,True,False,False,True,False,"image-capture,mediastream-recording"
length,BlobEvent,True,False,False,True,False,"image-capture,mediastream-recording"
name,BlobEvent,True,False,False,True,False,"image-capture,mediastream-recording"
prototype,BlobEvent,True,False,False,True,False,"image-capture,mediastream-recording"
arrayBuffer,Body,True,False,False,False,False,"fetch"
blob,Body,True,False,False,False,False,"fetch"
bodyUsed,Body,True,False,False,False,False,"fetch"
constructor,Body,True,False,False,False,False,"fetch"
formData,Body,True,False,False,False,False,"fetch"
json,Body,True,False,False,False,False,"fetch"
length,Body,True,False,False,False,False,"fetch"
name,Body,True,False,False,False,False,"fetch"
prototype,Body,True,False,False,False,False,"fetch"
text,Body,True,False,False,False,False,"fetch"
arguments,Boolean,False,True,True,False,False,""
caller,Boolean,False,True,True,False,False,""
constructor,Boolean,True,True,True,True,True,"es6"
length,Boolean,True,True,True,True,True,"es6"
name,Boolean,True,True,True,True,True,"es6"
prototype,Boolean,True,True,True,True,True,"es6"
toSource,Boolean,False,False,False,True,False,""
toString,Boolean,True,True,True,True,True,"es6"
valueOf,Boolean,True,True,True,True,False,"es6"
add,Cache,True,False,True,True,False,"service-workers"
addAll,Cache,True,False,True,True,False,"service-workers"
arguments,Cache,False,False,True,False,False,""
caller,Cache,False,False,True,False,False,""
constructor,Cache,True,False,True,True,False,"service-workers"
delete,Cache,True,False,True,True,False,"service-workers"
keys,Cache,True,False,True,True,False,"service-workers"
length,Cache,True,False,True,True,False,"service-workers"
match,Cache,True,False,True,True,False,"service-workers"
matchAll,Cache,True,False,True,True,False,"service-workers"
name,Cache,True,False,True,True,False,"service-workers"
prototype,Cache,True,False,True,True,False,"service-workers"
put,Cache,True,False,True,True,False,"service-workers"
arguments,CacheStorage,False,False,True,False,False,""
caller,CacheStorage,False,False,True,False,False,""
constructor,CacheStorage,True,False,True,True,False,"service-workers"
delete,CacheStorage,True,False,True,True,False,"service-workers"
has,CacheStorage,True,False,True,True,False,"service-workers"
keys,CacheStorage,True,False,True,True,False,"service-workers"
length,CacheStorage,True,False,True,True,False,"service-workers"
match,CacheStorage,True,False,True,True,False,"service-workers"
name,CacheStorage,True,False,True,True,False,"service-workers"
open,CacheStorage,True,False,True,True,False,"service-workers"
prototype,CacheStorage,True,False,True,True,False,"service-workers"
ch,CalcLength,True,False,False,False,False,"cssomvalues"
cm,CalcLength,True,False,False,False,False,"cssomvalues"
constructor,CalcLength,True,False,False,False,False,"cssomvalues"
em,CalcLength,True,False,False,False,False,"cssomvalues"
ex,CalcLength,True,False,False,False,False,"cssomvalues"
in,CalcLength,True,False,False,False,False,"cssomvalues"
length,CalcLength,True,False,False,False,False,"cssomvalues"
mm,CalcLength,True,False,False,False,False,"cssomvalues"
name,CalcLength,True,False,False,False,False,"cssomvalues"
pc,CalcLength,True,False,False,False,False,"cssomvalues"
percent,CalcLength,True,False,False,False,False,"cssomvalues"
prototype,CalcLength,True,False,False,False,False,"cssomvalues"
pt,CalcLength,True,False,False,False,False,"cssomvalues"
px,CalcLength,True,False,False,False,False,"cssomvalues"
q,CalcLength,True,False,False,False,False,"cssomvalues"
rem,CalcLength,True,False,False,False,False,"cssomvalues"
vh,CalcLength,True,False,False,False,False,"cssomvalues"
vmax,CalcLength,True,False,False,False,False,"cssomvalues"
vmin,CalcLength,True,False,False,False,False,"cssomvalues"
vw,CalcLength,True,False,False,False,False,"cssomvalues"
conference,CallHistoryEntry,True,False,False,False,False,"telephony"
constructor,CallHistoryEntry,True,False,False,False,False,"telephony"
direction,CallHistoryEntry,True,False,False,False,False,"telephony"
disconnectReason,CallHistoryEntry,True,False,False,False,False,"telephony"
duration,CallHistoryEntry,True,False,False,False,False,"telephony"
emergency,CallHistoryEntry,True,False,False,False,False,"telephony"
length,CallHistoryEntry,True,False,False,False,False,"telephony"
name,CallHistoryEntry,True,False,False,False,False,"telephony"
prototype,CallHistoryEntry,True,False,False,False,False,"telephony"
remoteParty,CallHistoryEntry,True,False,False,False,False,"telephony"
serviceName,CallHistoryEntry,True,False,False,False,False,"telephony"
startTime,CallHistoryEntry,True,False,False,False,False,"telephony"
activeCall,CallManager,True,False,False,False,False,"telephony"
constructor,CallManager,True,False,False,False,False,"telephony"
createConference,CallManager,True,False,False,False,False,"telephony"
dial,CallManager,True,False,False,False,False,"telephony"
getCalls,CallManager,True,False,False,False,False,"telephony"
getParticipantCalls,CallManager,True,False,False,False,False,"telephony"
length,CallManager,True,False,False,False,False,"telephony"
name,CallManager,True,False,False,False,False,"telephony"
onactivecallchange,CallManager,True,False,False,False,False,"telephony"
oncallstatechange,CallManager,True,False,False,False,False,"telephony"
prototype,CallManager,True,False,False,False,False,"telephony"
transfer,CallManager,True,False,False,False,False,"telephony"
canvas,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
constructor,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
length,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
name,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
prototype,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
requestFrame,CanvasCaptureMediaStreamTrack,True,False,False,False,False,"mediacapture-fromelement"
addColorStop,CanvasGradient,True,True,True,True,True,"canvas"
arguments,CanvasGradient,False,True,True,False,False,""
caller,CanvasGradient,False,True,True,False,False,""
constructor,CanvasGradient,True,True,True,True,True,"canvas"
length,CanvasGradient,True,False,True,True,True,"canvas"
name,CanvasGradient,True,True,True,True,False,"canvas"
prototype,CanvasGradient,True,True,True,True,True,"canvas"
arguments,CanvasPattern,False,True,True,False,False,""
caller,CanvasPattern,False,True,True,False,False,""
constructor,CanvasPattern,True,True,True,True,True,"canvas"
length,CanvasPattern,True,False,True,True,True,"canvas"
name,CanvasPattern,True,True,True,True,False,"canvas"
prototype,CanvasPattern,True,True,True,True,True,"canvas"
setTransform,CanvasPattern,True,False,False,True,False,"canvas"
constructor,CanvasProxy,True,False,False,False,False,"html51"
length,CanvasProxy,True,False,False,False,False,"html51"
name,CanvasProxy,True,False,False,False,False,"html51"
prototype,CanvasProxy,True,False,False,False,False,"html51"
setContext,CanvasProxy,True,False,False,False,False,"html51"
addHitRegion,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
arc,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
arcTo,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
arguments,CanvasRenderingContext2D,False,True,True,False,False,""
beginPath,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
bezierCurveTo,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
caller,CanvasRenderingContext2D,False,True,True,False,False,""
canvas,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
clearHitRegions,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
clearRect,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
clearShadow,CanvasRenderingContext2D,False,False,False,False,True,""
clip,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
closePath,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
commit,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
constructor,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
createImageData,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
createLinearGradient,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
createPattern,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
createRadialGradient,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
currentTransform,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
direction,CanvasRenderingContext2D,True,False,False,False,True,"canvas"
drawCustomFocusRing,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
drawFocusIfNeeded,CanvasRenderingContext2D,True,False,True,True,True,"canvas"
drawImage,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
drawImageFromRect,CanvasRenderingContext2D,False,False,False,False,True,""
ellipse,CanvasRenderingContext2D,True,True,True,False,True,"canvas"
fill,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
fillRect,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
fillStyle,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
fillText,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
font,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
getContextAttributes,CanvasRenderingContext2D,False,False,True,False,False,""
getImageData,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
getLineDash,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
globalAlpha,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
globalCompositeOperation,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
height,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
imageSmoothingEnabled,CanvasRenderingContext2D,True,False,True,False,False,"canvas"
isPointInPath,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
isPointInStroke,CanvasRenderingContext2D,True,False,True,True,True,"canvas"
length,CanvasRenderingContext2D,True,False,True,True,True,"canvas"
lineCap,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
lineDashOffset,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
lineJoin,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
lineTo,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
lineWidth,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
measureText,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
miterLimit,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
moveTo,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
mozCurrentTransform,CanvasRenderingContext2D,False,False,False,True,False,""
mozCurrentTransformInverse,CanvasRenderingContext2D,False,False,False,True,False,""
mozDash,CanvasRenderingContext2D,False,False,False,True,False,""
mozDashOffset,CanvasRenderingContext2D,False,False,False,True,False,""
mozFillRule,CanvasRenderingContext2D,False,False,False,True,False,""
mozImageSmoothingEnabled,CanvasRenderingContext2D,False,False,False,True,False,""
mozTextStyle,CanvasRenderingContext2D,False,False,False,True,False,""
msFillRule,CanvasRenderingContext2D,False,True,False,False,False,""
msImageSmoothingEnabled,CanvasRenderingContext2D,False,True,False,False,False,""
name,CanvasRenderingContext2D,True,True,True,True,False,"canvas"
prototype,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
putImageData,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
quadraticCurveTo,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
rect,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
removeHitRegion,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
resetClip,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
resetTransform,CanvasRenderingContext2D,True,False,True,True,False,"canvas"
restore,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
rotate,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
save,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
scale,CanvasRenderingContext2D,True,True,True,True,True,"canvas"
scrollPathIntoView,CanvasRenderingContext2D,True,False,False,False,False,"canvas"
